Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Profit,Discount
2170,CA-2018-117870,27/01/2018,30/01/2018,Second Class,JH-15820,John Huston,Consumer,United States,Kent,Ohio,44240.0,East,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,71.976,4.6799373229423935,0.09753120462950969
2171,CA-2018-117870,27/01/2018,30/01/2018,Second Class,JH-15820,John Huston,Consumer,United States,Kent,Ohio,44240.0,East,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,107.982,14.822196670511635,0.20589815900582922
2172,US-2018-137491,19/11/2018,25/11/2018,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,San Angelo,Texas,76903.0,Central,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",305.312,4.252455645552085,0.020892344448721723
2173,CA-2015-152296,01/08/2015,03/08/2015,First Class,IL-15100,Ivan Liston,Consumer,United States,San Francisco,California,94122.0,West,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,19.752,0.69085162941991,0.052464431152787816
2174,CA-2017-112025,30/07/2017,04/08/2017,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Houston,Texas,77070.0,Central,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,9.264,1.585509993300641,0.2567211776717359
2175,CA-2016-132507,30/07/2016,03/08/2016,Second Class,CC-12610,Corey Catlett,Corporate,United States,Houston,Texas,77041.0,Central,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,61.792,2.807575837519406,0.06815386710705447
2176,CA-2017-125738,15/10/2017,21/10/2017,Standard Class,PB-18805,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,84106.0,West,OFF-PA-10000740,Office Supplies,Paper,Xerox 1982,45.68,7.647207720219501,0.251112337572882
2177,CA-2017-125738,15/10/2017,21/10/2017,Standard Class,PB-18805,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,84106.0,West,OFF-PA-10003001,Office Supplies,Paper,Xerox 1986,60.12,3.358015687575831,0.08378282653632313
2178,CA-2017-125738,15/10/2017,21/10/2017,Standard Class,PB-18805,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,84106.0,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,5.364206657529857,0.19286457301761228
2179,CA-2017-125738,15/10/2017,21/10/2017,Standard Class,PB-18805,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,84106.0,West,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",71.6,9.94023621266078,0.2082451720529493
2180,CA-2017-128818,07/05/2017,11/05/2017,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009.0,East,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",85.232,8.738917984011831,0.15379642594351586
2181,CA-2017-128818,07/05/2017,11/05/2017,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009.0,East,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,44.4,2.711158809066974,0.09159320300901938
2182,CA-2017-128818,07/05/2017,11/05/2017,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009.0,East,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,442.764,18.8302549319144,0.06379331291132884
2183,CA-2017-128818,07/05/2017,11/05/2017,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009.0,East,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,3999.95,26.551151756395356,0.009956806368727866
2184,CA-2017-128818,07/05/2017,11/05/2017,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009.0,East,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95,12.154816585616544,0.09118392037221713
2185,CA-2017-128818,07/05/2017,11/05/2017,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009.0,East,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,63.68,8.31868130020642,0.1959488371593849
2186,CA-2018-124576,01/08/2018,04/08/2018,Second Class,HK-14890,Heather Kirkland,Corporate,United States,Salinas,California,93905.0,West,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,54.896,10.301836262709582,0.2814914455345448
2187,CA-2017-101378,14/07/2017,14/07/2017,Same Day,RH-19600,Rob Haberlin,Consumer,United States,Huntsville,Alabama,35810.0,South,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,29.0,5.052985997125703,0.2613613446789156
2188,CA-2018-143063,10/08/2018,15/08/2018,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Columbus,Indiana,47201.0,Central,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,70.08,10.737163907918802,0.22981943296059076
2189,CA-2018-143063,10/08/2018,15/08/2018,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Columbus,Indiana,47201.0,Central,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",121.3,19.127732547325028,0.2365342029759896
2190,CA-2018-143063,10/08/2018,15/08/2018,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Columbus,Indiana,47201.0,Central,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,1454.49,193.44277845136008,0.19949547104279858
2191,CA-2017-118913,25/06/2017,29/06/2017,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Los Angeles,California,90049.0,West,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,60.81,3.165608761717729,0.0780860572698009
2192,CA-2017-128412,10/12/2017,17/12/2017,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105.0,West,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,153.552,27.86032227098832,0.27215850921174894
2193,CA-2017-128412,10/12/2017,17/12/2017,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105.0,West,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,65.34,8.76512985198544,0.2012196935717502
2194,CA-2017-128412,10/12/2017,17/12/2017,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105.0,West,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,123.92,13.889960598219224,0.16813218929413198
2195,CA-2017-128412,10/12/2017,17/12/2017,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105.0,West,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,35.1,0.7791460738786372,0.03329684076404432
2196,CA-2017-128412,10/12/2017,17/12/2017,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105.0,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,44.75,4.001147117067508,0.13411666314192763
2197,CA-2017-136483,01/12/2017,06/12/2017,Standard Class,AG-10390,Allen Goldenen,Consumer,United States,Knoxville,Tennessee,37918.0,South,OFF-AR-10000940,Office Supplies,Art,Newell 343,4.704,0.4331050615467723,0.13810748136057788
2198,CA-2015-163013,28/11/2015,04/12/2015,Standard Class,BF-11080,Bart Folk,Consumer,United States,Montgomery,Alabama,36116.0,South,OFF-AR-10001954,Office Supplies,Art,Newell 331,14.67,2.536629630339513,0.259369082856801
2199,CA-2016-135363,28/03/2016,02/04/2016,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,15.552,1.7002946240720973,0.16399446605633652
2200,CA-2016-135363,28/03/2016,02/04/2016,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,5.232,0.3980511344426367,0.11412016469112289
2201,US-2015-165659,01/06/2015,06/06/2015,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Little Rock,Arkansas,72209.0,South,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,22.2,4.336993458587328,0.2930400985531978
2202,US-2015-165659,01/06/2015,06/06/2015,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Little Rock,Arkansas,72209.0,South,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,881.93,19.52956257445552,0.033216177997894704
2203,CA-2016-138002,06/09/2016,12/09/2016,Standard Class,BT-11305,Beth Thompson,Home Office,United States,Seattle,Washington,98103.0,West,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,6.096,0.5151710437979229,0.12676452849358338
2204,CA-2016-138002,06/09/2016,12/09/2016,Standard Class,BT-11305,Beth Thompson,Home Office,United States,Seattle,Washington,98103.0,West,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",191.82,1.6122346382757924,0.012607402551421587
2205,CA-2016-128860,29/06/2016,05/07/2016,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Lancaster,Pennsylvania,17602.0,East,FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",20.104,2.975006488779673,0.2219712362300791
2206,CA-2017-164350,10/09/2017,12/09/2017,Second Class,CG-12040,Catherine Glotzbach,Home Office,United States,Bristol,Tennessee,37620.0,South,OFF-AR-10000538,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",67.56,12.405050373314925,0.27542296565974517
2207,US-2015-103905,14/07/2015,20/07/2015,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,Aurora,Illinois,60505.0,Central,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,29.932,1.67641546962105,0.08401119886514682
2208,US-2015-103905,14/07/2015,20/07/2015,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,Aurora,Illinois,60505.0,Central,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,38.272,6.570090530891191,0.25750250303973626
2209,CA-2016-129854,22/08/2016,26/08/2016,Standard Class,RB-19705,Roger Barcio,Home Office,United States,New York City,New York,10009.0,East,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,16.52,0.9654890334461104,0.08766546913856933
2210,CA-2015-125556,14/11/2015,16/11/2015,Second Class,ML-17410,Maris LaWare,Consumer,United States,Fairfield,Connecticut,6824.0,East,TEC-PH-10001079,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,832.93,151.72155814761325,0.27323104849317453
2211,CA-2015-125556,14/11/2015,16/11/2015,Second Class,ML-17410,Maris LaWare,Consumer,United States,Fairfield,Connecticut,6824.0,East,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,43.8,6.604706275507827,0.22618857107903517
2212,CA-2017-162313,27/11/2017,30/11/2017,First Class,VB-21745,Victoria Brennan,Corporate,United States,Lincoln Park,Michigan,48146.0,Central,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,167.292,26.93089290227159,0.2414720330524316
2213,CA-2018-107874,21/11/2018,25/11/2018,Standard Class,SW-20275,Scott Williamson,Consumer,United States,New York City,New York,10035.0,East,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,27.42,0.0987479509128924,0.005401966680136349
2214,CA-2018-129378,01/10/2018,02/10/2018,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123.0,West,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.44,0.2772893828373194,0.2888431071222078
2215,CA-2018-129378,01/10/2018,02/10/2018,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123.0,West,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,61.776,8.97816544122726,0.21800129762109696
2216,CA-2018-129378,01/10/2018,02/10/2018,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123.0,West,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",241.96,14.747515007925765,0.09142532861583999
2217,CA-2018-129378,01/10/2018,02/10/2018,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123.0,West,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",108.608,18.015779152197933,0.24881839945765408
2218,CA-2015-151953,20/09/2015,25/09/2015,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Jacksonville,Florida,32216.0,South,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,2.816,0.1585527389472885,0.08445635952447898
2219,CA-2018-130841,28/07/2018,01/08/2018,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,San Francisco,California,94110.0,West,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,9.984,1.7427148668456445,0.2618261518698384
2220,CA-2018-130841,28/07/2018,01/08/2018,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,San Francisco,California,94110.0,West,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,14.98,0.3372908496741633,0.0337741171235811
2221,CA-2018-130841,28/07/2018,01/08/2018,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,San Francisco,California,94110.0,West,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,1145.6,161.2285311558175,0.21110579323823872
2222,CA-2016-131884,06/12/2016,06/12/2016,Same Day,DK-13375,Dennis Kane,Consumer,United States,Marion,Ohio,43302.0,East,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,485.94,52.54940354816555,0.1622095429934731
2223,CA-2016-131884,06/12/2016,06/12/2016,Same Day,DK-13375,Dennis Kane,Consumer,United States,Marion,Ohio,43302.0,East,OFF-AR-10004078,Office Supplies,Art,Newell 312,37.376,0.7216144716049592,0.028960341058632242
2224,CA-2016-131884,06/12/2016,06/12/2016,Same Day,DK-13375,Dennis Kane,Consumer,United States,Marion,Ohio,43302.0,East,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,70.686,3.4197014288608587,0.0725681484776517
2225,CA-2018-121909,31/07/2018,05/08/2018,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,54.816,0.1359879305154575,0.003721210883194437
2226,CA-2017-106383,19/03/2017,21/03/2017,Second Class,BT-11440,Bobby Trafton,Consumer,United States,Littleton,Colorado,80122.0,West,FUR-BO-10002202,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",72.294,6.777822259058197,0.14063038963935173
2227,CA-2018-130771,29/07/2018,03/08/2018,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Austin,Texas,78745.0,Central,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,2.896,0.1744928390321922,0.09037957822800011
2228,CA-2018-130771,29/07/2018,03/08/2018,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Austin,Texas,78745.0,Central,TEC-PH-10002496,Technology,Phones,Cisco SPA301,124.792,14.934045436097184,0.17950724528932763
2229,CA-2017-139157,01/10/2017,05/10/2017,Standard Class,GM-14680,Greg Matthias,Consumer,United States,New York City,New York,10024.0,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",330.588,19.65265047495527,0.08917134231258515
2230,CA-2015-128055,31/03/2015,05/04/2015,Standard Class,AA-10315,Alex Avila,Consumer,United States,San Francisco,California,94122.0,West,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,673.568,40.40318321990733,0.0899757334520954
2231,CA-2015-128055,31/03/2015,05/04/2015,Standard Class,AA-10315,Alex Avila,Consumer,United States,San Francisco,California,94122.0,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,52.98,7.87487513376007,0.222957959619481
2232,CA-2018-157091,26/06/2018,01/07/2018,Standard Class,DB-13405,Denny Blanton,Consumer,United States,La Porte,Indiana,46350.0,Central,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,526.45,5.068959200160836,0.014442850793506034
2233,CA-2018-132122,09/07/2018,14/07/2018,Standard Class,JH-15820,John Huston,Consumer,United States,Chicago,Illinois,60610.0,Central,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,228.92,41.338144459869945,0.27086849855759615
2234,CA-2016-123232,14/12/2016,16/12/2016,Second Class,DJ-13630,Doug Jacobs,Consumer,United States,Portland,Oregon,97206.0,West,TEC-PH-10001051,Technology,Phones,HTC One,319.968,54.53943347223952,0.25567916231735444
2235,CA-2018-104066,05/12/2018,10/12/2018,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Burlington,Vermont,,East,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,205.03,27.38399884038203,0.20034140496792194
2236,CA-2016-145849,15/09/2016,17/09/2016,Second Class,CT-11995,Carol Triggs,Consumer,United States,Indianapolis,Indiana,46203.0,Central,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,190.86,22.64445377413908,0.17796647103221527
2237,CA-2016-145849,15/09/2016,17/09/2016,Second Class,CT-11995,Carol Triggs,Consumer,United States,Indianapolis,Indiana,46203.0,Central,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,24.32,4.340159350951269,0.26769074944189564
2238,CA-2017-122322,15/07/2017,21/07/2017,Standard Class,RH-19510,Rick Huthwaite,Home Office,United States,Provo,Utah,84604.0,West,OFF-SU-10000952,Office Supplies,Supplies,Fiskars Home & Office Scissors,44.4,1.6457319942149842,0.055599053858614335
2239,CA-2018-166849,20/04/2018,26/04/2018,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Chicago,Illinois,60610.0,Central,FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,44.4,0.7012461602545581,0.023690748657248583
2240,CA-2017-146633,15/11/2017,17/11/2017,Second Class,TG-21310,Toby Gnade,Consumer,United States,Los Angeles,California,90049.0,West,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1016.792,48.70640493653182,0.07185305097286143
2241,CA-2017-146633,15/11/2017,17/11/2017,Second Class,TG-21310,Toby Gnade,Consumer,United States,Los Angeles,California,90049.0,West,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,38.136,6.060407447302093,0.23837348361005706
2242,US-2017-126893,26/11/2017,01/12/2017,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,494.982,3.4322315929616343,0.010401080017944996
2243,CA-2018-103380,21/11/2018,25/11/2018,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104.0,West,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,56.56,6.592710918464436,0.1748420505250469
2244,CA-2018-103380,21/11/2018,25/11/2018,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104.0,West,OFF-AR-10003856,Office Supplies,Art,Newell 344,5.56,1.1069265180047363,0.29863125485739295
2245,CA-2018-103380,21/11/2018,25/11/2018,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104.0,West,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,9.02,1.5436757532829213,0.25670882815126184
2246,CA-2018-103380,21/11/2018,25/11/2018,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104.0,West,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",8.62,0.8989723679111482,0.15643370671307683
2247,CA-2018-103380,21/11/2018,25/11/2018,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104.0,West,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,659.976,8.400294549472214,0.019092272785992702
2248,CA-2016-116092,15/02/2016,18/02/2016,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004.0,West,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,13.36,2.2214300304386168,0.24941205431571295
2249,CA-2016-116092,15/02/2016,18/02/2016,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004.0,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,4.997876672230645,0.17969355245316315
2250,CA-2016-116092,15/02/2016,18/02/2016,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004.0,West,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,11.52,0.264805625225242,0.03447989911787005
2251,CA-2016-116092,15/02/2016,18/02/2016,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004.0,West,OFF-AP-10001391,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,541.44,10.163617658951598,0.02815718544700686
2252,CA-2016-116092,15/02/2016,18/02/2016,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004.0,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 22,19.44,3.536629073969472,0.2728880458309777
2253,CA-2017-117849,15/04/2017,17/04/2017,Second Class,JK-16120,Julie Kriz,Home Office,United States,San Diego,California,92105.0,West,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,143.7,19.23281555684037,0.20076007888142353
2254,CA-2016-169201,28/09/2016,01/10/2016,First Class,HG-14965,Henry Goldwyn,Corporate,United States,San Francisco,California,94110.0,West,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,43.26,7.174989387688569,0.24878603979502664
2255,CA-2016-169201,28/09/2016,01/10/2016,First Class,HG-14965,Henry Goldwyn,Corporate,United States,San Francisco,California,94110.0,West,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,43.56,7.657664179259114,0.2636936700846802
2256,CA-2017-164091,17/09/2017,22/09/2017,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Bangor,Maine,4401.0,East,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,437.85,50.07010486887158,0.17153170561449665
2257,CA-2017-164091,17/09/2017,22/09/2017,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Bangor,Maine,4401.0,East,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48,11.330005318028384,0.15523390552651237
2258,CA-2018-105214,16/06/2018,19/06/2018,First Class,TS-21610,Troy Staebel,Consumer,United States,San Francisco,California,94122.0,West,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1212.96,104.41824632458966,0.12912822309629704
2259,CA-2018-105214,16/06/2018,19/06/2018,First Class,TS-21610,Troy Staebel,Consumer,United States,San Francisco,California,94122.0,West,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,1.1752379475294703,0.09508397633733578
2260,CA-2016-117611,08/11/2016,10/11/2016,Second Class,MZ-17335,Maria Zettner,Home Office,United States,San Diego,California,92024.0,West,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,5.0,0.4345959608587118,0.13037878825761354
2261,CA-2016-117611,08/11/2016,10/11/2016,Second Class,MZ-17335,Maria Zettner,Home Office,United States,San Diego,California,92024.0,West,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,57.57200310838926,0.2321638967190469
2262,US-2016-137960,18/12/2016,18/12/2016,Same Day,MW-18220,Mitch Webber,Consumer,United States,New York City,New York,10035.0,East,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,166.24,20.012750234391092,0.18057702930453948
2263,CA-2018-122994,06/02/2018,09/02/2018,First Class,MV-17485,Mark Van Huff,Consumer,United States,Arlington,Virginia,22204.0,South,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",359.97,64.2563217370092,0.26775698698645384
2264,CA-2017-131065,14/11/2017,16/11/2017,Second Class,AA-10375,Allen Armold,Consumer,United States,Atlanta,Georgia,30318.0,South,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,499.98,44.33622791786126,0.13301400431375632
2265,CA-2017-131065,14/11/2017,16/11/2017,Second Class,AA-10375,Allen Armold,Consumer,United States,Atlanta,Georgia,30318.0,South,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,0.6410865951270043,0.1821268736156262
2266,CA-2017-131065,14/11/2017,16/11/2017,Second Class,AA-10375,Allen Armold,Consumer,United States,Atlanta,Georgia,30318.0,South,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,1.0429200777079652,0.18939226592759661
2267,CA-2018-149146,12/10/2018,12/10/2018,Same Day,SM-20320,Sean Miller,Home Office,United States,Monroe,North Carolina,28110.0,South,OFF-PA-10003919,Office Supplies,Paper,Xerox 1989,7.968,0.9429285978513604,0.17750914869189766
2268,CA-2018-137470,17/09/2018,17/09/2018,Same Day,TP-21415,Tom Prescott,Consumer,United States,Seattle,Washington,98115.0,West,OFF-PA-10002001,Office Supplies,Paper,Xerox 1984,12.96,1.8212267398376585,0.2107901319256549
2269,CA-2018-105480,20/12/2018,26/12/2018,Standard Class,DK-13225,Dean Katz,Corporate,United States,Rochester,New York,14609.0,East,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,6.48,0.3077137750137489,0.07123004051244188
2270,CA-2018-105480,20/12/2018,26/12/2018,Standard Class,DK-13225,Dean Katz,Corporate,United States,Rochester,New York,14609.0,East,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,6.984,0.7156697244759603,0.1537091332637372
2271,CA-2018-164917,02/12/2018,07/12/2018,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Miami,Florida,33180.0,South,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,47.96,0.999724308537671,0.0312674408425043
2272,CA-2016-102036,21/09/2016,27/09/2016,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Seattle,Washington,98105.0,West,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,199.74,15.360458516754973,0.11535339829344377
